Employer_No,Cash_Received_Date,Total_Amt
100314,2017-12-11,129.89
100936,2018-06-14,2149.85
100283,2018-11-06,1485.66
100671,2018-09-07,675.96
100327,2018-09-06,4132.5
100936,2018-09-06,1802.28
100384,2018-08-24,106.68
100007,2018-07-20,257.69
100671,2018-12-11,1125.38
100809,2018-10-30,546.44
100384,2018-10-03,5798.97
100007,2018-10-16,274.31
100671,2018-10-03,540.77
100936,2018-06-15,342.35
100276,2018-07-27,1086.77
100337,2018-05-18,234.31
100433,2018-08-08,2020.18
100840,2018-10-18,832.88
100304,2018-12-10,821.28
100007,2017-10-31,555.61
100840,2017-08-25,380.0
100192,2017-10-26,762.97
100007,2017-07-31,579.22
100007,2018-01-30,511.72
100936,2018-04-19,1797.85
100283,2017-07-10,353.76
100936,2017-07-13,950.0
100840,2018-01-23,219.23
100276,2018-01-31,1252.12
100036,2018-02-02,625.62
100372,2018-02-28,437.0
100208,2018-02-12,719.55
100007,2017-07-31,638.17
100376,2018-05-02,1534.62
100520,2018-05-10,830.67
100276,2018-06-04,3043.96
100809,2018-06-13,683.05
100809,2018-05-18,1928.25
100840,2017-08-04,380.0
100276,2017-08-18,2293.29
100576,2018-05-14,401.25
100936,2018-03-08,1442.64
100936,2018-05-03,1798.69
100520,2018-12-06,355.22
100528,2018-12-07,913.42
100956,2018-12-31,653.4
100956,2018-11-30,653.4
100936,2017-12-28,950.0
100036,2018-12-14,532.0
100782,2018-12-28,326.48
100091,2018-11-30,299.25
100936,2018-03-22,1790.32
100809,2018-01-22,546.44
100376,2018-03-07,1150.92
100376,2018-03-07,10.78
100936,2018-01-25,1439.05
100283,2018-03-19,892.56
100433,2018-05-22,294.99
100433,2018-05-22,1127.6
100433,2018-05-22,285.48
100283,2018-06-14,891.8
100283,2018-06-14,186.95
100654,2017-11-21,1450.0
100654,2017-11-21,712.5
100654,2017-11-21,634.15
100654,2017-11-21,1160.0
100654,2017-11-21,867.8
100654,2017-11-21,1265.22
100654,2017-11-21,868.1
100654,2017-11-21,1450.0
100654,2017-11-21,1125.39
100654,2017-11-21,1004.8
100654,2017-11-21,1213.89
100654,2017-11-21,691.71
100654,2017-11-21,709.1
100654,2017-11-21,1096.15
100654,2017-11-21,1491.86
100654,2017-11-21,1001.05
100654,2017-11-21,1229.07
100654,2017-11-21,596.76
100654,2017-11-21,691.83
100654,2017-11-21,1301.37
100654,2017-11-21,580.73
100654,2017-11-21,1278.85
100654,2017-11-21,2403.8
100654,2017-11-21,1025.0
100654,2017-11-21,1918.7
100654,2017-11-21,749.05
100654,2017-11-21,1450.0
100654,2017-11-21,948.38
100654,2017-11-21,1573.34
100654,2017-11-21,354.2
100654,2018-02-16,1907.73
100355,2018-05-01,247.0
100910,2017-12-05,239.28
100272,2017-08-07,8314.4
100817,2018-02-02,357.72
100808,2018-04-26,1555.64
100654,2018-04-13,1902.32
100654,2018-04-13,2160.0
100654,2018-04-13,1923.12
100654,2018-04-13,1760.0
100654,2018-04-13,2820.0
100654,2018-04-13,1823.48
100654,2018-04-13,1202.07
100654,2018-04-13,1154.81
100654,2018-04-13,1582.84
100654,2018-04-13,1921.2
100654,2018-04-13,1949.01
100654,2018-04-13,1497.13
100654,2018-04-13,1609.75
100654,2018-04-13,1772.0
100654,2018-04-13,1921.36
100654,2018-04-13,1920.0
100654,2018-04-13,1760.0
100654,2018-04-13,1920.0
100654,2018-04-13,1923.17
100654,2018-04-13,4829.63
100654,2018-04-13,1067.8
100654,2018-04-13,1607.68
100654,2018-04-13,643.08
100654,2018-04-13,820.0
100654,2018-04-13,1348.36
100654,2018-04-13,913.48
100654,2018-04-13,548.08
100654,2018-04-13,1315.4
100654,2018-04-13,913.48
100654,2018-04-13,567.28
100654,2018-04-13,1034.44
100654,2018-04-13,1534.96
100654,2018-04-13,839.62
100654,2018-04-13,1278.84
100654,2018-04-13,1461.52
100654,2018-04-13,889.18
100654,2018-04-13,958.95
100654,2018-04-13,1012.18
100654,2018-04-13,629.57
100654,2018-04-13,1160.0
100654,2018-04-13,2083.33
100654,2018-04-13,1108.33
100654,2018-04-13,1160.0
100654,2018-04-13,1211.28
100654,2018-04-13,862.32
100654,2018-04-13,580.0
100654,2018-04-13,266.96
100654,2018-04-13,1201.28
100654,2018-04-13,710.82
100654,2018-04-13,191.83
100654,2018-04-13,840.4
100654,2018-04-13,1084.47
100654,2018-04-13,803.84
100654,2018-04-13,600.64
100654,2018-04-13,669.87
100654,2018-04-13,328.84
100654,2018-04-13,718.05
100654,2018-04-13,1160.0
100654,2018-04-13,1160.0
100654,2018-04-13,93.43
100654,2018-04-13,694.24
100654,2018-04-13,773.3
100654,2018-04-13,729.44
100654,2018-04-13,1265.22
100654,2018-04-13,1023.08
100654,2018-04-13,673.03
100654,2018-04-13,803.84
100654,2018-04-13,800.84
100654,2018-04-13,1213.89
100654,2018-04-13,1160.0
100654,2018-04-13,825.63
100654,2018-04-13,829.09
100654,2018-04-13,1141.21
100654,2018-04-13,1160.0
100654,2018-04-13,36.54
100654,2018-04-13,1234.64
100654,2018-04-13,365.4
100654,2018-04-13,2083.33
100654,2018-04-13,362.03
100654,2018-04-13,1023.08
100654,2018-04-13,507.06
100654,2018-04-13,758.11
100654,2018-04-13,1229.07
100654,2018-04-13,820.0
100654,2018-04-13,945.5
100654,2018-04-13,1923.04
100654,2018-04-13,848.34
100654,2018-04-13,1534.96
100654,2018-04-13,46.72
100654,2018-04-13,569.28
100654,2018-04-13,1388.48
100654,2018-04-13,1227.63
100654,2018-04-13,1373.67
100654,2018-04-13,1193.45
100654,2018-04-13,765.82
100654,2018-04-13,871.77
100654,2018-04-13,873.69
100654,2018-04-13,720.53
100654,2018-04-13,895.64
100654,2018-04-13,1201.28
100654,2018-04-13,467.16
100654,2018-04-13,1462.47
100654,2018-04-13,399.84
100654,2018-04-13,1160.75
100654,2018-04-13,1922.32
100654,2018-04-13,820.0
100654,2018-04-13,950.0
100654,2018-04-13,870.0
100654,2018-04-13,858.64
100654,2018-04-13,1334.72
100654,2018-04-13,690.57
100654,2018-04-13,657.68
100654,2018-04-13,600.64
100654,2018-04-13,1373.67
100654,2018-04-13,1023.08
100654,2018-04-13,934.32
100654,2018-04-13,712.39
100654,2018-04-13,820.0
100654,2018-04-13,511.52
100654,2018-04-13,694.24
100654,2018-04-13,166.84
100654,2018-04-13,1160.0
100654,2018-04-13,1059.6
100654,2018-04-13,1096.16
100654,2018-04-13,749.04
100654,2018-04-13,803.84
100654,2018-04-13,438.48
100654,2018-04-13,871.14
100654,2018-04-13,820.0
100654,2018-04-13,722.98
100654,2018-04-13,1001.04
100654,2018-04-13,1678.84
100654,2018-04-13,292.18
100654,2018-04-13,1277.92
100654,2018-04-13,2083.33
100654,2018-04-13,800.84
100654,2018-04-13,470.67
100654,2018-04-13,962.97
100654,2018-04-13,921.72
100654,2018-04-13,913.48
100654,2018-04-13,298.27
100654,2018-04-13,357.42
100654,2018-04-13,701.68
100654,2018-04-13,1301.37
100654,2018-04-13,1048.33
100654,2018-04-13,903.71
100654,2018-04-13,375.95
100654,2018-04-13,1048.31
100654,2018-04-13,734.12
100654,2018-04-13,939.88
100654,2018-04-13,795.28
100654,2018-04-13,365.94
100654,2018-04-13,367.04
100654,2018-04-13,823.2
100654,2018-04-13,835.24
100654,2018-04-13,713.22
100654,2018-04-13,1334.72
100654,2018-04-13,1923.04
100654,2018-04-13,827.35
100654,2018-04-13,1268.0
100654,2018-04-13,714.04
100654,2018-04-13,745.4
100654,2018-04-13,1518.24
100654,2018-04-13,1096.16
100654,2018-04-13,729.13
100654,2018-04-13,1001.08
100654,2018-04-13,1004.8
100654,2018-04-13,803.84
100654,2018-04-13,1276.07
100654,2018-04-13,829.09
100654,2018-04-13,540.18
100654,2018-04-13,1607.68
100654,2018-04-13,316.16
100654,2018-04-13,504.5
100654,2018-04-13,1096.16
100654,2018-04-13,1437.29
100654,2018-04-13,292.18
100654,2018-04-13,1023.08
100654,2018-04-13,734.12
100654,2018-04-13,700.72
100654,2018-04-13,967.68
100654,2018-04-13,1101.16
100654,2018-04-13,414.11
100654,2018-04-13,667.36
100654,2018-04-13,433.8
100654,2018-04-13,1107.84
100654,2018-04-13,333.68
100654,2018-04-13,692.03
100654,2018-04-13,803.84
100654,2018-04-13,1048.33
100654,2018-04-13,1134.52
100654,2018-04-13,694.96
100654,2018-04-13,636.02
100654,2018-04-13,820.0
100654,2018-04-13,906.53
100654,2018-04-13,845.51
100654,2018-04-13,333.68
100654,2018-04-13,802.7
100654,2018-04-13,730.76
100654,2018-04-13,300.24
100654,2018-04-13,762.64
100654,2018-04-13,694.24
100654,2018-04-13,820.0
100654,2018-04-13,1189.39
100654,2018-04-13,913.48
100654,2018-04-13,1946.52
100654,2018-04-13,914.55
100654,2018-04-13,1105.68
100654,2018-04-13,633.33
100654,2018-04-13,1130.76
100654,2018-04-13,867.58
100654,2018-04-13,730.76
100654,2018-04-13,1920.16
100654,2018-04-13,584.6
100654,2018-04-13,899.69
100654,2018-04-13,1554.41
100654,2018-04-13,867.59
100654,2018-04-13,674.12
100654,2018-04-13,1163.32
100654,2018-04-13,1103.68
100654,2018-04-13,672.92
100654,2018-04-13,917.64
100654,2018-04-13,840.4
100654,2018-04-13,730.76
100654,2018-04-13,852.86
100654,2018-04-13,820.0
100654,2018-04-13,1192.92
100654,2018-04-13,934.32
100654,2018-04-13,744.17
100654,2018-04-13,1023.08
100654,2018-04-13,595.61
100654,2018-04-13,962.4
100654,2018-04-13,300.32
100654,2018-04-13,903.94
100654,2018-04-13,804.79
100654,2018-04-13,829.09
100654,2018-04-13,1185.17
100654,2018-04-13,1012.18
100654,2018-04-13,513.71
100654,2018-04-13,834.2
100654,2018-04-13,800.84
100654,2018-04-13,859.02
100654,2018-04-13,1839.76
100654,2018-04-13,592.18
100654,2018-04-13,1233.51
100654,2018-04-13,462.26
100654,2018-04-13,1291.91
100654,2018-04-13,1229.07
100654,2018-04-13,876.92
100654,2018-04-13,562.7
100654,2018-04-13,1278.84
100654,2018-04-13,1160.0
100654,2018-04-13,1034.44
100654,2018-04-13,1265.44
100654,2018-04-13,986.87
100654,2018-04-13,734.12
100654,2018-04-13,542.23
100654,2018-04-13,734.12
100654,2018-04-13,829.09
100654,2018-04-13,401.92
100654,2018-04-13,1334.72
100654,2018-04-13,1922.64
100654,2018-04-13,1132.68
100654,2018-04-13,266.96
100654,2018-04-13,1411.48
100654,2018-04-13,780.67
100654,2018-04-13,820.0
100654,2018-04-13,1156.77
100654,2018-04-13,1092.5
100654,2018-04-13,876.92
100654,2018-04-13,910.28
100654,2018-04-13,767.89
100654,2018-04-13,1201.28
100654,2018-04-13,820.0
100654,2018-04-13,516.07
100654,2018-04-13,517.04
100654,2018-04-13,1160.0
100654,2018-04-13,900.76
100654,2018-04-13,820.0
100654,2018-04-13,821.93
100654,2018-04-13,400.44
100654,2018-04-13,1156.77
100654,2018-04-13,1001.16
100654,2018-04-13,800.84
100654,2018-04-13,767.48
100654,2018-04-13,2082.86
100654,2018-04-13,1160.0
100654,2018-04-13,820.0
100654,2018-04-13,1034.44
100654,2018-04-13,1351.92
100654,2018-04-13,1301.36
100654,2018-04-13,1162.46
100654,2018-04-13,827.12
100654,2018-04-13,833.24
100654,2018-04-13,1187.5
100654,2018-04-13,1160.0
100654,2018-04-13,87.64
100654,2018-04-13,1034.44
100654,2018-04-13,852.4
100910,2017-12-05,189.52
100654,2018-06-22,1605.13
100654,2018-06-22,1939.17
100654,2018-06-22,1760.0
100654,2018-06-22,2820.0
100654,2018-06-22,2160.0
100654,2018-06-22,1820.95
100654,2018-06-22,1693.21
100654,2018-06-22,1376.04
100654,2018-06-22,1113.11
100654,2018-06-22,1293.89
100654,2018-06-22,1589.09
100654,2018-06-22,1533.35
100654,2018-06-22,1850.07
100654,2018-06-22,1920.0
100654,2018-06-22,1976.75
100654,2018-06-22,1762.38
100654,2018-06-22,1920.0
100654,2018-06-22,1820.0
100654,2018-06-22,1607.69
100654,2018-06-22,1169.24
100654,2018-06-22,1067.8
100654,2018-06-22,1534.95
100654,2018-06-22,1348.36
100654,2018-06-22,840.26
100654,2018-06-22,913.47
100654,2018-06-22,548.08
100654,2018-06-22,1034.43
100654,2018-06-22,820.0
100654,2018-06-22,1315.39
100654,2018-06-22,567.27
100654,2018-06-22,820.0
100654,2018-06-22,962.68
100654,2018-06-22,1461.53
100654,2018-06-22,836.77
100654,2018-06-22,913.47
100654,2018-06-22,1278.84
100654,2018-06-22,1108.33
100654,2018-06-22,1175.15
100654,2018-06-22,1160.0
100654,2018-06-22,266.95
100654,2018-06-22,1160.0
100654,2018-06-22,1012.18
100654,2018-06-22,587.92
100654,2018-06-22,862.31
100654,2018-06-22,1211.28
100654,2018-06-22,2083.33
100654,2018-06-22,934.32
100654,2018-06-22,840.38
100654,2018-06-22,663.75
100654,2018-06-22,1084.47
100654,2018-06-22,767.31
100654,2018-06-22,1201.26
100654,2018-06-22,820.0
100654,2018-06-22,735.76
100654,2018-06-22,594.91
100654,2018-06-22,570.74
100654,2018-06-22,1160.0
100654,2018-06-22,600.64
100654,2018-06-22,1265.22
100654,2018-06-22,694.24
100654,2018-06-22,870.83
100654,2018-06-22,1160.0
100654,2018-06-22,1160.0
100654,2018-06-22,433.8
100654,2018-06-22,1160.0
100654,2018-06-22,1023.08
100654,2018-06-22,824.68
100654,2018-06-22,477.17
100654,2018-06-22,803.84
100654,2018-06-22,800.84
100654,2018-06-22,365.39
100654,2018-06-22,823.53
100654,2018-06-22,1160.0
100654,2018-06-22,1201.27
100654,2018-06-22,571.66
100654,2018-06-22,730.76
100654,2018-06-22,1213.89
100654,2018-06-22,620.22
100654,2018-06-22,1234.64
100654,2018-06-22,530.45
100654,2018-06-22,340.83
100654,2018-06-22,2083.33
100654,2018-06-22,1385.07
100654,2018-06-22,900.95
100654,2018-06-22,1534.95
100654,2018-06-22,1058.02
100654,2018-06-22,1943.85
100654,2018-06-22,863.67
100654,2018-06-22,820.08
100654,2018-06-22,1160.0
100654,2018-06-22,506.08
100654,2018-06-22,847.0
100654,2018-06-22,843.64
100654,2018-06-22,662.23
100654,2018-06-22,1161.86
100654,2018-06-22,1373.67
100654,2018-06-22,1265.22
100654,2018-06-22,410.0
100654,2018-06-22,1434.84
100654,2018-06-22,1922.31
100654,2018-06-22,1201.27
100654,2018-06-22,950.0
100654,2018-06-22,467.16
100654,2018-06-22,858.65
100654,2018-06-22,1161.94
100654,2018-06-22,1041.35
100654,2018-06-22,2630.81
100654,2018-06-22,392.06
100654,2018-06-22,1468.21
100654,2018-06-22,643.89
100654,2018-06-22,657.69
100654,2018-06-22,1160.0
100654,2018-06-22,833.77
100654,2018-06-22,709.08
100654,2018-06-22,694.24
100928,2017-07-14,545.21
100910,2017-12-05,189.52
100910,2017-12-05,189.52
100316,2017-09-19,94.41
100779,2018-02-01,1071.0
100272,2018-02-13,2046.84
100316,2018-05-17,105.74
100910,2018-06-04,533.0
100652,2018-06-11,301.67
100246,2018-07-26,2427.92
100134,2018-06-29,339.5
100652,2017-08-07,246.24
100134,2017-08-09,271.3
100654,2018-05-15,1905.12
100654,2018-05-15,1822.53
100817,2018-06-28,319.85
100779,2018-07-05,546.71
100654,2018-06-22,820.0
100654,2018-06-22,1373.67
100654,2018-06-22,862.65
100654,2018-06-22,600.64
100654,2018-06-22,1023.08
100654,2018-06-22,166.83
100654,2018-06-22,934.32
100654,2018-06-22,820.0
100654,2018-06-22,584.61
100654,2018-06-22,127.88
100654,2018-06-22,1096.16
100654,2018-06-22,1160.0
100654,2018-06-22,880.71
100654,2018-06-22,1059.61
100654,2018-06-22,438.47
100654,2018-06-22,1067.8
100654,2018-06-22,921.73
100654,2018-06-22,2083.33
100654,2018-06-22,863.88
100654,2018-06-22,820.62
100654,2018-06-22,207.18
100654,2018-06-22,1202.94
100654,2018-06-22,722.98
100654,2018-06-22,1678.84
100654,2018-06-22,867.57
100654,2018-06-22,297.25
100654,2018-06-22,455.96
100654,2018-06-22,292.27
100654,2018-06-22,855.41
100654,2018-06-22,847.5
100654,2018-06-22,1048.33
100654,2018-06-22,1568.32
100654,2018-06-22,699.04
100654,2018-06-22,3036.53
100654,2018-06-22,367.05
100654,2018-06-22,800.84
100654,2018-06-22,1048.31
100654,2018-06-22,1045.0
100654,2018-06-22,506.09
100654,2018-06-22,375.95
100654,2018-06-22,939.88
100654,2018-06-22,695.69
100654,2018-06-22,1923.04
100654,2018-06-22,829.25
100654,2018-06-22,795.28
100654,2018-06-22,365.41
100654,2018-06-22,745.39
100654,2018-06-22,827.52
100654,2018-06-22,705.01
100654,2018-06-22,1001.08
100654,2018-06-22,1518.24
100654,2018-06-22,1334.73
100654,2018-06-22,1268.0
100654,2018-06-22,830.87
100654,2018-06-22,803.84
100654,2018-06-22,1096.16
100654,2018-06-22,582.46
100654,2018-06-22,543.31
100654,2018-06-22,934.32
100654,2018-06-22,1023.08
100654,2018-06-22,830.06
100654,2018-06-22,1096.16
100654,2018-06-22,1004.8
100654,2018-06-22,2577.43
100654,2018-06-22,700.73
100654,2018-06-22,1001.05
100654,2018-06-22,1607.69
100654,2018-06-22,836.3
100654,2018-06-22,1437.29
100654,2018-06-22,288.8
100654,2018-06-22,767.48
100654,2018-06-22,290.0
100654,2018-06-22,3904.11
100654,2018-06-22,1107.84
100654,2018-06-22,433.8
100654,2018-06-22,820.0
100654,2018-06-22,1101.16
100654,2018-06-22,726.74
100654,2018-06-22,333.68
100654,2018-06-22,667.36
100654,2018-06-22,694.24
100654,2018-06-22,822.89
100654,2018-06-22,587.92
100654,2018-06-22,467.16
100654,2018-06-22,1048.33
100654,2018-06-22,682.22
100654,2018-06-22,828.93
100654,2018-06-22,803.84
100654,2018-06-22,1134.52
100654,2018-06-22,300.24
100654,2018-06-22,1250.48
100654,2018-06-22,730.77
100654,2018-06-22,641.17
100654,2018-06-22,1168.76
100654,2018-06-22,867.58
100654,2018-06-22,913.47
100654,2018-06-22,1920.16
100654,2018-06-22,1105.67
100654,2018-06-22,633.33
100654,2018-06-22,852.78
100654,2018-06-22,961.52
100654,2018-06-22,859.68
100654,2018-06-22,584.61
100654,2018-06-22,1633.38
100654,2018-06-22,1946.53
100654,2018-06-22,1922.76
100654,2018-06-22,1169.24
100654,2018-06-22,672.92
100654,2018-06-22,830.97
100654,2018-06-22,1160.0
100654,2018-06-22,617.88
100654,2018-06-22,330.35
100654,2018-06-22,674.13
100654,2018-06-22,934.32
100654,2018-06-22,1192.92
100654,2018-06-22,734.11
100654,2018-06-22,730.76
100654,2018-06-22,840.39
100654,2018-06-22,744.17
100654,2018-06-22,1023.08
100654,2018-06-22,1067.58
100654,2018-06-22,962.39
100654,2018-06-22,760.21
100654,2018-06-22,300.32
100654,2018-06-22,598.06
100654,2018-06-22,830.22
100654,2018-06-22,774.76
100654,2018-06-22,1532.73
100654,2018-06-22,1160.0
100654,2018-06-22,1839.75
100654,2018-06-22,2867.8
100654,2018-06-22,1925.77
100654,2018-06-22,1160.0
100654,2018-06-22,865.92
100654,2018-06-22,2964.23
100654,2018-06-22,1179.76
100654,2018-06-22,829.33
100654,2018-06-22,587.92
100654,2018-06-22,571.8
100654,2018-06-22,876.92
100654,2018-06-22,870.83
100654,2018-06-22,734.11
100654,2018-06-22,1170.73
100654,2018-06-22,546.64
100654,2018-06-22,1567.92
100654,2018-06-22,829.58
100654,2018-06-22,986.87
100654,2018-06-22,914.3
100654,2018-06-22,1160.0
100654,2018-06-22,1278.84
100654,2018-06-22,1278.84
100654,2018-06-22,1034.43
100654,2018-06-22,734.11
100654,2018-06-22,1166.6
100654,2018-06-22,1124.17
100654,2018-06-22,1132.69
100654,2018-06-22,1156.77
100654,2018-06-22,1411.48
100654,2018-06-22,1922.64
100654,2018-06-22,266.95
100654,2018-06-22,820.0
100654,2018-06-22,684.14
100654,2018-06-22,1141.21
100654,2018-06-22,346.04
100654,2018-06-22,1001.05
100654,2018-06-22,694.74
100654,2018-06-22,876.92
100654,2018-06-22,507.18
100654,2018-06-22,759.13
100654,2018-06-22,694.24
100654,2018-06-22,933.46
100654,2018-06-22,820.0
100654,2018-06-22,400.43
100654,2018-06-22,1001.16
100654,2018-06-22,1156.77
100654,2018-06-22,1160.0
100654,2018-06-22,1034.43
100654,2018-06-22,1761.09
100654,2018-06-22,1167.17
100654,2018-06-22,1351.92
100654,2018-06-22,767.48
100654,2018-06-22,800.84
100654,2018-06-22,822.23
100654,2018-06-22,820.0
100654,2018-06-22,856.74
100654,2018-06-22,1301.36
100654,2018-06-22,1160.0
100654,2018-06-22,992.52
100654,2018-06-22,1568.32
100654,2018-06-22,833.09
100654,2018-06-22,600.64
100654,2018-06-22,1187.5
100654,2018-06-22,621.15
100654,2018-06-22,1034.43
100654,2018-06-22,722.98
100654,2018-06-22,820.0
100654,2018-06-22,323.41
100654,2018-06-22,1160.0
100654,2018-06-22,1482.12
100654,2018-06-22,855.23
100654,2018-06-22,820.0
100654,2018-06-22,1059.61
100654,2018-06-22,2083.33
100654,2018-06-22,771.16
100654,2018-06-22,1476.92
100654,2018-06-22,847.79
100654,2018-06-22,1160.0
100654,2018-06-22,934.32
100654,2018-06-22,840.39
100654,2018-06-22,820.0
100654,2018-06-22,703.24
100654,2018-06-22,1201.27
100654,2018-06-22,736.46
100654,2018-06-22,1241.31
100654,2018-06-22,1571.16
100654,2018-06-22,1167.89
100654,2018-06-22,1041.35
100654,2018-06-22,2101.37
